Hour,Month,DayOfWeek,Infrastructure,Speed,Direction,Width,Impact_Level
22,3,3,Geomagnetic,845.0,Unknown,181.0,Medium
9,8,1,Geomagnetic,845.0,Unknown,181.0,High
1,2,1,Geomagnetic,845.0,Unknown,181.0,High
9,4,5,Geomagnetic,845.0,Unknown,181.0,Low
12,3,2,Geomagnetic,845.0,Unknown,181.0,Medium
22,5,5,Geomagnetic,845.0,Unknown,181.0,Low
15,9,2,Geomagnetic,845.0,Unknown,181.0,High
13,7,2,Geomagnetic,845.0,Unknown,181.0,High
2,1,3,Geomagnetic,845.0,Unknown,181.0,High
16,12,3,Geomagnetic,845.0,Unknown,181.0,Medium
7,9,1,Geomagnetic,845.0,Unknown,181.0,High
11,6,0,Geomagnetic,845.0,Unknown,181.0,Low
9,6,2,Geomagnetic,845.0,Unknown,181.0,Medium
13,2,2,Geomagnetic,845.0,Unknown,181.0,High
18,4,4,Geomagnetic,845.0,Unknown,181.0,Medium
16,8,0,Geomagnetic,845.0,Unknown,181.0,Low
11,9,4,Geomagnetic,845.0,Unknown,181.0,High
13,4,3,Geomagnetic,845.0,Unknown,181.0,Low
21,8,3,Geomagnetic,845.0,Unknown,181.0,High
1,11,4,Geomagnetic,845.0,Unknown,181.0,Medium
11,11,2,Geomagnetic,845.0,Unknown,181.0,Low
22,6,5,Geomagnetic,845.0,Unknown,181.0,Low
0,11,2,Geomagnetic,845.0,Unknown,181.0,High
16,7,2,Geomagnetic,845.0,Unknown,181.0,High
3,10,1,Geomagnetic,845.0,Unknown,181.0,Medium
16,1,3,Geomagnetic,845.0,Unknown,181.0,Low
13,4,6,Geomagnetic,845.0,Unknown,181.0,Medium
14,5,4,Geomagnetic,845.0,Unknown,181.0,Low
19,2,5,Geomagnetic,845.0,Unknown,181.0,Low
10,8,0,Geomagnetic,845.0,Unknown,181.0,High
7,2,2,Geomagnetic,845.0,Unknown,181.0,Low
6,12,1,Geomagnetic,845.0,Unknown,181.0,Low
8,12,6,Geomagnetic,845.0,Unknown,181.0,High
17,2,3,Geomagnetic,845.0,Unknown,181.0,Low
12,5,0,Geomagnetic,845.0,Unknown,181.0,Medium
5,2,0,Geomagnetic,845.0,Unknown,181.0,High
20,1,5,Geomagnetic,845.0,Unknown,181.0,Low
3,8,3,Geomagnetic,845.0,Unknown,181.0,High
20,5,5,Geomagnetic,845.0,Unknown,181.0,Low
20,8,2,Geomagnetic,845.0,Unknown,181.0,Medium
8,4,5,Geomagnetic,845.0,Unknown,181.0,High
23,2,0,Geomagnetic,845.0,Unknown,181.0,High
15,10,4,Geomagnetic,845.0,Unknown,181.0,High
10,7,4,Geomagnetic,845.0,Unknown,181.0,High
21,3,4,Geomagnetic,845.0,Unknown,181.0,High
12,1,4,Geomagnetic,845.0,Unknown,181.0,High
23,12,0,Geomagnetic,845.0,Unknown,181.0,Low
13,1,6,Geomagnetic,845.0,Unknown,181.0,Low
12,11,0,Geomagnetic,845.0,Unknown,181.0,Low
19,6,3,Geomagnetic,845.0,Unknown,181.0,Low
4,12,1,Geomagnetic,845.0,Unknown,181.0,Low
3,9,0,Geomagnetic,845.0,Unknown,181.0,Low
4,11,5,Geomagnetic,845.0,Unknown,181.0,Low
12,4,5,Geomagnetic,845.0,Unknown,181.0,Medium
5,4,3,Geomagnetic,845.0,Unknown,181.0,Low
16,1,0,Geomagnetic,845.0,Unknown,181.0,High
3,9,3,Geomagnetic,845.0,Unknown,181.0,Low
22,9,0,Geomagnetic,845.0,Unknown,181.0,Medium
4,2,3,Geomagnetic,845.0,Unknown,181.0,High
19,1,0,Geomagnetic,845.0,Unknown,181.0,High
10,11,5,Geomagnetic,845.0,Unknown,181.0,Low
12,4,1,Geomagnetic,845.0,Unknown,181.0,Medium
18,8,1,Geomagnetic,845.0,Unknown,181.0,Low
0,11,3,Geomagnetic,845.0,Unknown,181.0,Low
1,5,6,Geomagnetic,845.0,Unknown,181.0,Low
22,6,0,Geomagnetic,845.0,Unknown,181.0,Medium
4,8,4,Geomagnetic,845.0,Unknown,181.0,Low
1,10,5,Geomagnetic,845.0,Unknown,181.0,Medium
8,10,3,Geomagnetic,845.0,Unknown,181.0,Medium
17,11,5,Geomagnetic,845.0,Unknown,181.0,High
21,1,0,Geomagnetic,845.0,Unknown,181.0,Medium
15,5,3,Geomagnetic,845.0,Unknown,181.0,High
3,2,4,Geomagnetic,845.0,Unknown,181.0,High
18,6,4,Geomagnetic,845.0,Unknown,181.0,Low
5,12,6,Geomagnetic,845.0,Unknown,181.0,Medium
5,11,4,Geomagnetic,845.0,Unknown,181.0,Medium
15,9,6,Geomagnetic,845.0,Unknown,181.0,Low
13,10,1,Geomagnetic,845.0,Unknown,181.0,High
7,3,3,Geomagnetic,845.0,Unknown,181.0,High
0,7,2,Geomagnetic,845.0,Unknown,181.0,Low
1,8,6,Geomagnetic,845.0,Unknown,181.0,High
13,9,3,Geomagnetic,845.0,Unknown,181.0,Medium
23,11,4,Geomagnetic,845.0,Unknown,181.0,Medium
19,9,2,Geomagnetic,845.0,Unknown,181.0,Low
19,12,0,Geomagnetic,845.0,Unknown,181.0,Low
10,3,1,Geomagnetic,845.0,Unknown,181.0,High
22,10,6,Geomagnetic,845.0,Unknown,181.0,Low
17,1,1,Geomagnetic,845.0,Unknown,181.0,High
6,3,3,Geomagnetic,845.0,Unknown,181.0,Low
19,1,4,Geomagnetic,845.0,Unknown,181.0,Medium
10,12,6,Geomagnetic,845.0,Unknown,181.0,Low
13,7,2,Geomagnetic,845.0,Unknown,181.0,High
17,9,5,Geomagnetic,845.0,Unknown,181.0,High
19,6,0,Geomagnetic,845.0,Unknown,181.0,High
6,4,2,Geomagnetic,845.0,Unknown,181.0,High
7,2,0,Geomagnetic,845.0,Unknown,181.0,High
8,11,6,Geomagnetic,845.0,Unknown,181.0,Low
4,11,5,Geomagnetic,845.0,Unknown,181.0,Low
22,11,4,Geomagnetic,845.0,Unknown,181.0,Low
5,11,3,Geomagnetic,845.0,Unknown,181.0,Low
17,11,0,Geomagnetic,845.0,Unknown,181.0,High
16,2,2,Geomagnetic,845.0,Unknown,181.0,Medium
21,10,4,Geomagnetic,845.0,Unknown,181.0,High
11,12,6,Geomagnetic,845.0,Unknown,181.0,Low
0,6,0,Geomagnetic,845.0,Unknown,181.0,Medium
16,4,6,Geomagnetic,845.0,Unknown,181.0,Medium
16,4,1,Geomagnetic,845.0,Unknown,181.0,Low
20,10,6,Geomagnetic,845.0,Unknown,181.0,Low
15,6,4,Geomagnetic,845.0,Unknown,181.0,Medium
0,9,2,Geomagnetic,845.0,Unknown,181.0,High
15,6,1,Geomagnetic,845.0,Unknown,181.0,High
11,4,3,Geomagnetic,845.0,Unknown,181.0,Low
23,12,0,Geomagnetic,845.0,Unknown,181.0,Low
1,10,1,Geomagnetic,845.0,Unknown,181.0,Low
16,11,0,Geomagnetic,845.0,Unknown,181.0,Low
20,9,4,Geomagnetic,845.0,Unknown,181.0,Medium
19,3,5,Geomagnetic,845.0,Unknown,181.0,Low
4,5,0,Geomagnetic,845.0,Unknown,181.0,High
4,9,3,Geomagnetic,845.0,Unknown,181.0,High
8,12,2,Geomagnetic,845.0,Unknown,181.0,Low
21,11,4,Geomagnetic,845.0,Unknown,181.0,Low
20,4,1,Geomagnetic,845.0,Unknown,181.0,Medium
0,3,2,Geomagnetic,845.0,Unknown,181.0,Medium
9,5,0,Geomagnetic,845.0,Unknown,181.0,Low
3,7,5,Geomagnetic,845.0,Unknown,181.0,Medium
23,5,5,Geomagnetic,845.0,Unknown,181.0,Medium
2,10,4,Geomagnetic,845.0,Unknown,181.0,Medium
0,9,3,Geomagnetic,845.0,Unknown,181.0,High
19,10,4,Geomagnetic,845.0,Unknown,181.0,Low
18,10,3,Geomagnetic,845.0,Unknown,181.0,High
20,5,6,Geomagnetic,845.0,Unknown,181.0,Medium
20,7,3,Geomagnetic,845.0,Unknown,181.0,High
0,4,4,Geomagnetic,845.0,Unknown,181.0,High
11,1,0,Geomagnetic,845.0,Unknown,181.0,Low
3,9,3,Geomagnetic,845.0,Unknown,181.0,High
12,5,1,Geomagnetic,845.0,Unknown,181.0,High
20,2,1,Geomagnetic,845.0,Unknown,181.0,High
15,2,3,Geomagnetic,845.0,Unknown,181.0,High
22,6,5,Geomagnetic,845.0,Unknown,181.0,Low
0,4,5,Geomagnetic,845.0,Unknown,181.0,Low
17,9,4,Geomagnetic,845.0,Unknown,181.0,High
21,4,4,Geomagnetic,845.0,Unknown,181.0,Low
22,2,2,Geomagnetic,845.0,Unknown,181.0,Medium
16,12,4,Geomagnetic,845.0,Unknown,181.0,Medium
14,2,6,Geomagnetic,845.0,Unknown,181.0,Medium
9,2,1,Geomagnetic,845.0,Unknown,181.0,Medium
9,3,3,Geomagnetic,845.0,Unknown,181.0,Low
19,9,2,Geomagnetic,845.0,Unknown,181.0,Low
12,5,6,Geomagnetic,845.0,Unknown,181.0,Low
17,10,1,Geomagnetic,845.0,Unknown,181.0,Low
19,1,5,Geomagnetic,845.0,Unknown,181.0,Low
10,5,0,Geomagnetic,845.0,Unknown,181.0,Low
0,6,0,Geomagnetic,845.0,Unknown,181.0,Low
4,6,6,Geomagnetic,845.0,Unknown,181.0,Low
20,9,6,Geomagnetic,845.0,Unknown,181.0,Medium
21,2,5,Geomagnetic,845.0,Unknown,181.0,Low
11,12,5,Geomagnetic,845.0,Unknown,181.0,Low
21,11,0,Geomagnetic,845.0,Unknown,181.0,Medium
16,2,3,Geomagnetic,845.0,Unknown,181.0,High
10,8,5,Geomagnetic,845.0,Unknown,181.0,Medium
3,10,0,Geomagnetic,845.0,Unknown,181.0,High
4,10,4,Geomagnetic,845.0,Unknown,181.0,Low
12,1,2,Geomagnetic,845.0,Unknown,181.0,High
9,1,1,Geomagnetic,845.0,Unknown,181.0,Low
16,5,2,Geomagnetic,845.0,Unknown,181.0,High
5,11,2,Geomagnetic,845.0,Unknown,181.0,High
3,8,5,Geomagnetic,845.0,Unknown,181.0,High
14,1,3,Geomagnetic,845.0,Unknown,181.0,Low
0,2,6,Geomagnetic,845.0,Unknown,181.0,Low
23,3,0,Geomagnetic,845.0,Unknown,181.0,High
8,9,0,Geomagnetic,845.0,Unknown,181.0,High
21,3,0,Geomagnetic,845.0,Unknown,181.0,High
14,10,1,Geomagnetic,845.0,Unknown,181.0,Low
22,4,6,Geomagnetic,845.0,Unknown,181.0,High
6,5,4,Geomagnetic,845.0,Unknown,181.0,Medium
14,4,2,Geomagnetic,845.0,Unknown,181.0,Low
20,7,0,Geomagnetic,845.0,Unknown,181.0,Medium
22,10,4,Geomagnetic,845.0,Unknown,181.0,High
10,4,4,Geomagnetic,845.0,Unknown,181.0,Low
6,2,1,Geomagnetic,845.0,Unknown,181.0,High
7,5,2,Geomagnetic,845.0,Unknown,181.0,Medium
18,7,2,Geomagnetic,845.0,Unknown,181.0,High
16,12,1,Geomagnetic,845.0,Unknown,181.0,Low
0,8,2,Geomagnetic,845.0,Unknown,181.0,High
7,7,4,Geomagnetic,845.0,Unknown,181.0,High
14,12,5,Geomagnetic,845.0,Unknown,181.0,High
18,1,4,Geomagnetic,845.0,Unknown,181.0,High
9,9,3,Geomagnetic,845.0,Unknown,181.0,High
2,10,6,Geomagnetic,845.0,Unknown,181.0,High
12,8,3,Geomagnetic,845.0,Unknown,181.0,Low
18,1,1,Geomagnetic,845.0,Unknown,181.0,Medium
17,10,5,Geomagnetic,845.0,Unknown,181.0,Medium
14,9,1,Geomagnetic,845.0,Unknown,181.0,High
11,9,5,Geomagnetic,845.0,Unknown,181.0,Low
6,5,5,Geomagnetic,845.0,Unknown,181.0,Medium
13,1,3,Geomagnetic,845.0,Unknown,181.0,High
10,9,0,Geomagnetic,845.0,Unknown,181.0,Low
17,10,4,Geomagnetic,845.0,Unknown,181.0,Low
9,12,6,Geomagnetic,845.0,Unknown,181.0,Low
19,8,6,Geomagnetic,845.0,Unknown,181.0,Medium
20,11,1,Geomagnetic,845.0,Unknown,181.0,Low
23,7,2,Geomagnetic,845.0,Unknown,181.0,Medium
11,3,4,Geomagnetic,845.0,Unknown,181.0,Low
4,7,1,Geomagnetic,845.0,Unknown,181.0,Medium
2,9,4,Geomagnetic,845.0,Unknown,181.0,Low
5,9,2,Geomagnetic,845.0,Unknown,181.0,High
4,10,0,Geomagnetic,845.0,Unknown,181.0,Low
5,10,0,Geomagnetic,845.0,Unknown,181.0,High
14,5,6,Geomagnetic,845.0,Unknown,181.0,High
15,6,3,Geomagnetic,845.0,Unknown,181.0,Medium
4,7,6,Geomagnetic,845.0,Unknown,181.0,Low
6,12,6,Geomagnetic,845.0,Unknown,181.0,High
6,3,3,Geomagnetic,845.0,Unknown,181.0,Low
22,10,0,Geomagnetic,845.0,Unknown,181.0,High
4,2,6,Geomagnetic,845.0,Unknown,181.0,Low
19,1,0,Geomagnetic,845.0,Unknown,181.0,High
5,10,5,Geomagnetic,845.0,Unknown,181.0,Low
17,12,4,Geomagnetic,845.0,Unknown,181.0,Medium
22,8,0,Geomagnetic,845.0,Unknown,181.0,Medium
15,10,6,Geomagnetic,845.0,Unknown,181.0,Low
8,6,4,Geomagnetic,845.0,Unknown,181.0,Low
11,4,2,Geomagnetic,845.0,Unknown,181.0,Low
20,4,0,Geomagnetic,845.0,Unknown,181.0,Low
20,4,4,Geomagnetic,845.0,Unknown,181.0,Medium
16,5,6,Geomagnetic,845.0,Unknown,181.0,High
16,5,5,Geomagnetic,845.0,Unknown,181.0,High
7,9,6,Geomagnetic,845.0,Unknown,181.0,High
18,8,3,Geomagnetic,845.0,Unknown,181.0,Low
20,3,5,Geomagnetic,845.0,Unknown,181.0,Medium
15,4,3,Geomagnetic,845.0,Unknown,181.0,High
23,3,5,Geomagnetic,845.0,Unknown,181.0,High
19,1,1,Geomagnetic,845.0,Unknown,181.0,Low
0,12,2,Geomagnetic,845.0,Unknown,181.0,Medium
11,10,4,Geomagnetic,845.0,Unknown,181.0,Medium
11,7,4,Geomagnetic,845.0,Unknown,181.0,High
19,1,4,Geomagnetic,845.0,Unknown,181.0,Low
12,12,1,Geomagnetic,845.0,Unknown,181.0,High
19,10,0,Geomagnetic,845.0,Unknown,181.0,High
2,12,4,Geomagnetic,845.0,Unknown,181.0,Medium
1,9,6,Geomagnetic,845.0,Unknown,181.0,Low
15,6,6,Geomagnetic,845.0,Unknown,181.0,Medium
9,5,2,Geomagnetic,845.0,Unknown,181.0,Low
13,10,6,Geomagnetic,845.0,Unknown,181.0,Low
0,9,3,Geomagnetic,845.0,Unknown,181.0,High
4,6,1,Geomagnetic,845.0,Unknown,181.0,Medium
4,9,6,Geomagnetic,845.0,Unknown,181.0,Medium
14,2,2,Geomagnetic,845.0,Unknown,181.0,Medium
14,4,5,Geomagnetic,845.0,Unknown,181.0,High
6,2,4,Geomagnetic,845.0,Unknown,181.0,Medium
17,7,6,Geomagnetic,845.0,Unknown,181.0,Low
19,9,1,Geomagnetic,845.0,Unknown,181.0,High
8,8,0,Geomagnetic,845.0,Unknown,181.0,Medium
23,8,6,Geomagnetic,845.0,Unknown,181.0,Medium
14,8,6,Geomagnetic,845.0,Unknown,181.0,Low
4,4,4,Geomagnetic,845.0,Unknown,181.0,Low
15,11,3,Geomagnetic,845.0,Unknown,181.0,Low
23,3,2,Geomagnetic,845.0,Unknown,181.0,High
8,7,4,Geomagnetic,845.0,Unknown,181.0,Low
3,10,2,Geomagnetic,845.0,Unknown,181.0,Low
15,9,4,Geomagnetic,845.0,Unknown,181.0,Low
3,1,0,Geomagnetic,845.0,Unknown,181.0,High
18,11,2,Geomagnetic,845.0,Unknown,181.0,Low
14,11,6,Geomagnetic,845.0,Unknown,181.0,Low
1,3,4,Geomagnetic,845.0,Unknown,181.0,High
19,9,3,Geomagnetic,845.0,Unknown,181.0,High
20,5,4,Geomagnetic,845.0,Unknown,181.0,Low
15,5,0,Geomagnetic,845.0,Unknown,181.0,Medium
0,12,4,Geomagnetic,845.0,Unknown,181.0,High
0,2,2,Geomagnetic,845.0,Unknown,181.0,Low
12,2,5,Geomagnetic,845.0,Unknown,181.0,Low
3,4,3,Geomagnetic,845.0,Unknown,181.0,Low
3,5,2,Geomagnetic,845.0,Unknown,181.0,Low
14,8,5,Geomagnetic,845.0,Unknown,181.0,Medium
7,5,6,Geomagnetic,845.0,Unknown,181.0,Low
11,10,4,Geomagnetic,845.0,Unknown,181.0,Medium
17,6,0,Geomagnetic,845.0,Unknown,181.0,Low
1,9,4,Geomagnetic,845.0,Unknown,181.0,High
9,6,3,Geomagnetic,845.0,Unknown,181.0,High
3,3,1,Geomagnetic,845.0,Unknown,181.0,High
7,1,3,Geomagnetic,845.0,Unknown,181.0,Low
22,4,3,Geomagnetic,845.0,Unknown,181.0,High
14,4,1,Geomagnetic,845.0,Unknown,181.0,High
7,9,0,Geomagnetic,845.0,Unknown,181.0,Low
20,3,1,Geomagnetic,845.0,Unknown,181.0,Low
23,12,6,Geomagnetic,845.0,Unknown,181.0,Low
18,6,2,Geomagnetic,845.0,Unknown,181.0,Low
6,4,2,Geomagnetic,845.0,Unknown,181.0,Low
1,3,3,Geomagnetic,845.0,Unknown,181.0,Medium
9,10,3,Geomagnetic,845.0,Unknown,181.0,High
18,7,6,Geomagnetic,845.0,Unknown,181.0,Low
17,4,4,Geomagnetic,845.0,Unknown,181.0,Low
12,12,1,Geomagnetic,845.0,Unknown,181.0,High
5,4,1,Geomagnetic,845.0,Unknown,181.0,High
20,4,5,Geomagnetic,845.0,Unknown,181.0,Medium
6,8,2,Geomagnetic,845.0,Unknown,181.0,High
19,3,1,Geomagnetic,845.0,Unknown,181.0,Low
8,6,2,Geomagnetic,845.0,Unknown,181.0,High
2,8,0,Geomagnetic,845.0,Unknown,181.0,High
14,6,1,Geomagnetic,845.0,Unknown,181.0,Medium
18,10,0,Geomagnetic,845.0,Unknown,181.0,Medium
5,11,3,Geomagnetic,845.0,Unknown,181.0,Low
1,5,4,Geomagnetic,845.0,Unknown,181.0,Medium
0,1,4,Geomagnetic,845.0,Unknown,181.0,Low
22,4,6,Geomagnetic,845.0,Unknown,181.0,Low
5,10,5,Geomagnetic,845.0,Unknown,181.0,High
19,8,2,Geomagnetic,845.0,Unknown,181.0,Low
21,11,4,Geomagnetic,845.0,Unknown,181.0,Low
15,8,2,Geomagnetic,845.0,Unknown,181.0,Low
19,6,6,Geomagnetic,845.0,Unknown,181.0,High
3,10,5,Geomagnetic,845.0,Unknown,181.0,Low
4,10,6,Geomagnetic,845.0,Unknown,181.0,High
3,12,4,Geomagnetic,845.0,Unknown,181.0,Low
9,1,2,Geomagnetic,845.0,Unknown,181.0,Low
10,11,3,Geomagnetic,845.0,Unknown,181.0,Low
17,3,1,Geomagnetic,845.0,Unknown,181.0,High
9,1,6,Geomagnetic,845.0,Unknown,181.0,High
19,6,6,Geomagnetic,845.0,Unknown,181.0,Medium
16,4,4,Geomagnetic,845.0,Unknown,181.0,High
14,11,6,Geomagnetic,845.0,Unknown,181.0,Low
20,12,1,Geomagnetic,845.0,Unknown,181.0,High
17,5,0,Geomagnetic,845.0,Unknown,181.0,Low
1,1,3,Geomagnetic,845.0,Unknown,181.0,High
17,6,6,Geomagnetic,845.0,Unknown,181.0,High
9,12,3,Geomagnetic,845.0,Unknown,181.0,Low
5,5,5,Geomagnetic,845.0,Unknown,181.0,Low
16,6,0,Geomagnetic,845.0,Unknown,181.0,High
18,5,6,Geomagnetic,845.0,Unknown,181.0,Low
18,12,5,Geomagnetic,845.0,Unknown,181.0,Low
19,12,4,Geomagnetic,845.0,Unknown,181.0,Low
2,1,5,Geomagnetic,845.0,Unknown,181.0,Low
17,8,2,Geomagnetic,845.0,Unknown,181.0,High
21,9,0,Geomagnetic,845.0,Unknown,181.0,Low
9,12,1,Geomagnetic,845.0,Unknown,181.0,Medium
17,12,3,Geomagnetic,845.0,Unknown,181.0,High
11,2,5,Geomagnetic,845.0,Unknown,181.0,Low
5,9,6,Geomagnetic,845.0,Unknown,181.0,High
10,5,6,Geomagnetic,845.0,Unknown,181.0,Low
14,1,4,Geomagnetic,845.0,Unknown,181.0,Medium
13,3,1,Geomagnetic,845.0,Unknown,181.0,Low
18,4,3,Geomagnetic,845.0,Unknown,181.0,Low
22,4,6,Geomagnetic,845.0,Unknown,181.0,High
16,6,3,Geomagnetic,845.0,Unknown,181.0,High
7,1,3,Geomagnetic,845.0,Unknown,181.0,Low
2,1,2,Geomagnetic,845.0,Unknown,181.0,Low
13,8,6,Geomagnetic,845.0,Unknown,181.0,Low
18,12,5,Geomagnetic,845.0,Unknown,181.0,Low
0,12,5,Geomagnetic,845.0,Unknown,181.0,Medium
2,12,2,Geomagnetic,845.0,Unknown,181.0,High
10,9,4,Geomagnetic,845.0,Unknown,181.0,Low
5,5,6,Geomagnetic,845.0,Unknown,181.0,Low
5,5,0,Geomagnetic,845.0,Unknown,181.0,Medium
8,10,3,Geomagnetic,845.0,Unknown,181.0,High
16,3,4,Geomagnetic,845.0,Unknown,181.0,Medium
14,7,2,Geomagnetic,845.0,Unknown,181.0,High
9,11,3,Geomagnetic,845.0,Unknown,181.0,Low
19,9,0,Geomagnetic,845.0,Unknown,181.0,Low
0,12,1,Geomagnetic,845.0,Unknown,181.0,High
20,12,4,Geomagnetic,845.0,Unknown,181.0,Low
16,4,2,Geomagnetic,845.0,Unknown,181.0,Medium
9,5,4,Geomagnetic,845.0,Unknown,181.0,Low
18,12,5,Geomagnetic,845.0,Unknown,181.0,Low
10,6,2,Geomagnetic,845.0,Unknown,181.0,High
7,9,3,Geomagnetic,845.0,Unknown,181.0,Low
23,12,1,Geomagnetic,845.0,Unknown,181.0,High
5,11,1,Geomagnetic,845.0,Unknown,181.0,High
9,5,3,Geomagnetic,845.0,Unknown,181.0,Medium
16,2,1,Geomagnetic,845.0,Unknown,181.0,Low
20,12,1,Geomagnetic,845.0,Unknown,181.0,Medium
14,12,2,Geomagnetic,845.0,Unknown,181.0,Low
18,4,6,Geomagnetic,845.0,Unknown,181.0,Low
10,3,5,Geomagnetic,845.0,Unknown,181.0,Medium
15,1,2,Geomagnetic,845.0,Unknown,181.0,Low
2,4,3,Geomagnetic,845.0,Unknown,181.0,Low
17,4,2,Geomagnetic,845.0,Unknown,181.0,Medium
13,12,4,Geomagnetic,845.0,Unknown,181.0,Low
12,7,2,Geomagnetic,845.0,Unknown,181.0,High
6,2,2,Geomagnetic,845.0,Unknown,181.0,Low
6,10,0,Geomagnetic,845.0,Unknown,181.0,Low
20,7,0,Geomagnetic,845.0,Unknown,181.0,Low
11,3,3,Geomagnetic,845.0,Unknown,181.0,Low
15,3,3,Geomagnetic,845.0,Unknown,181.0,High
22,5,5,Geomagnetic,845.0,Unknown,181.0,Medium
7,12,0,Geomagnetic,845.0,Unknown,181.0,Medium
15,8,5,Geomagnetic,845.0,Unknown,181.0,Low
6,9,0,Geomagnetic,845.0,Unknown,181.0,Low
8,10,6,Geomagnetic,845.0,Unknown,181.0,Low
12,9,4,Geomagnetic,845.0,Unknown,181.0,Medium
11,3,2,Geomagnetic,845.0,Unknown,181.0,Low
6,5,3,Geomagnetic,845.0,Unknown,181.0,High
16,1,2,Geomagnetic,845.0,Unknown,181.0,Low
13,11,0,Geomagnetic,845.0,Unknown,181.0,High
21,2,6,Geomagnetic,845.0,Unknown,181.0,Low
17,6,4,Geomagnetic,845.0,Unknown,181.0,High
4,5,4,Geomagnetic,845.0,Unknown,181.0,High
0,9,6,Geomagnetic,845.0,Unknown,181.0,Low
14,6,0,Geomagnetic,845.0,Unknown,181.0,Low
0,7,1,Geomagnetic,845.0,Unknown,181.0,High
9,2,1,Geomagnetic,845.0,Unknown,181.0,Low
5,1,3,Geomagnetic,845.0,Unknown,181.0,High
14,7,4,Geomagnetic,845.0,Unknown,181.0,Low
17,12,3,Geomagnetic,845.0,Unknown,181.0,Low
15,6,2,Geomagnetic,845.0,Unknown,181.0,High
22,2,2,Geomagnetic,845.0,Unknown,181.0,High
11,11,2,Geomagnetic,845.0,Unknown,181.0,Low
1,6,2,Geomagnetic,845.0,Unknown,181.0,High
9,9,4,Geomagnetic,845.0,Unknown,181.0,Medium
2,10,5,Geomagnetic,845.0,Unknown,181.0,High
5,9,0,Geomagnetic,845.0,Unknown,181.0,High
10,8,3,Geomagnetic,845.0,Unknown,181.0,High
15,6,3,Geomagnetic,845.0,Unknown,181.0,Low
6,2,2,Geomagnetic,845.0,Unknown,181.0,High
8,11,1,Geomagnetic,845.0,Unknown,181.0,Low
9,12,5,Geomagnetic,845.0,Unknown,181.0,Low
17,9,4,Geomagnetic,845.0,Unknown,181.0,Medium
6,1,6,Geomagnetic,845.0,Unknown,181.0,Low
17,8,0,Geomagnetic,845.0,Unknown,181.0,Medium
9,6,6,Geomagnetic,845.0,Unknown,181.0,Low
1,1,5,Geomagnetic,845.0,Unknown,181.0,Low
12,6,3,Geomagnetic,845.0,Unknown,181.0,High
8,12,0,Geomagnetic,845.0,Unknown,181.0,Low
18,3,3,Geomagnetic,845.0,Unknown,181.0,High
23,10,4,Geomagnetic,845.0,Unknown,181.0,Medium
3,6,3,Geomagnetic,845.0,Unknown,181.0,Low
3,2,4,Geomagnetic,845.0,Unknown,181.0,Medium
4,6,3,Geomagnetic,845.0,Unknown,181.0,Medium
15,10,5,Geomagnetic,845.0,Unknown,181.0,Medium
17,9,1,Geomagnetic,845.0,Unknown,181.0,High
6,11,6,Geomagnetic,845.0,Unknown,181.0,Low
5,4,1,Geomagnetic,845.0,Unknown,181.0,High
4,4,5,Geomagnetic,845.0,Unknown,181.0,Medium
11,2,3,Geomagnetic,845.0,Unknown,181.0,Low
14,5,0,Geomagnetic,845.0,Unknown,181.0,Low
2,5,6,Geomagnetic,845.0,Unknown,181.0,Low
11,6,3,Geomagnetic,845.0,Unknown,181.0,Medium
9,2,3,Geomagnetic,845.0,Unknown,181.0,Medium
19,8,2,Geomagnetic,845.0,Unknown,181.0,Low
8,11,2,Geomagnetic,845.0,Unknown,181.0,High
2,10,4,Geomagnetic,845.0,Unknown,181.0,High
13,2,5,Geomagnetic,845.0,Unknown,181.0,Low
23,2,4,Geomagnetic,845.0,Unknown,181.0,High
21,12,4,Geomagnetic,845.0,Unknown,181.0,Medium
23,8,0,Geomagnetic,845.0,Unknown,181.0,Low
14,9,1,Geomagnetic,845.0,Unknown,181.0,Low
10,11,5,Geomagnetic,845.0,Unknown,181.0,High
23,2,0,Geomagnetic,845.0,Unknown,181.0,Low
5,5,4,Geomagnetic,845.0,Unknown,181.0,High
9,6,1,Geomagnetic,845.0,Unknown,181.0,Low
7,9,2,Geomagnetic,845.0,Unknown,181.0,Low
8,12,2,Geomagnetic,845.0,Unknown,181.0,Low
17,10,4,Geomagnetic,845.0,Unknown,181.0,Low
11,10,5,Geomagnetic,845.0,Unknown,181.0,Medium
12,3,0,Geomagnetic,845.0,Unknown,181.0,Low
9,11,2,Geomagnetic,845.0,Unknown,181.0,High
10,11,1,Geomagnetic,845.0,Unknown,181.0,Low
5,5,3,Geomagnetic,845.0,Unknown,181.0,Low
0,1,4,Geomagnetic,845.0,Unknown,181.0,Medium
3,7,3,Geomagnetic,845.0,Unknown,181.0,Low
5,1,2,Geomagnetic,845.0,Unknown,181.0,Low
0,4,1,Geomagnetic,845.0,Unknown,181.0,Low
22,12,3,Geomagnetic,845.0,Unknown,181.0,High
15,12,1,Geomagnetic,845.0,Unknown,181.0,Low
3,2,4,Geomagnetic,845.0,Unknown,181.0,High
0,7,1,Geomagnetic,845.0,Unknown,181.0,Low
2,10,1,Geomagnetic,845.0,Unknown,181.0,High
1,8,0,Geomagnetic,845.0,Unknown,181.0,High
2,4,4,Geomagnetic,845.0,Unknown,181.0,Low
7,8,0,Geomagnetic,845.0,Unknown,181.0,Low
